实体原文,实体类型,出现次数,建议译法（人工填写）,校验结果（通过/修改）,上下文
C. Paths,ORG,1,,,"The first circle is labeled C. Paths from the MIN node labeled 1 by 18, 6 to 5 in the MIN level connect to each of the circles in the second CHANCE level."
MIN-CONFLICTS,ORG,1,,,9The MIN-CONFLICTS local search algorithm for CSPs.
Si,PERSON,1,,,"If assignment Si is a solution of CSPi, then ⋃iSi is a solution of ⋃iCSPi."
O(dn,GPE,1,,,"Hence, the total work is O(dcn/c), which is linear in n; without the decomposition, the total work is O(dn), which is exponential in n. Let’s make this more concrete: dividing a Boolean CSP with 100 variables into four subproblems reduces the worst-case solution time from the lifetime of the universe down to less than a second."
DAC,ORG,1,,,"4 The key is a new notion of consistency, called directional arc consistency or DAC."
Xn,ORG,1,,,", Xn if and only if every Xi is arc-consistent with each Xj for j > i."
K c,ORG,1,,,A line labeled K c 3 question mark from Board 1 connects to a circular node.
Board 1,ORG,1,,,A line labeled K c 3 question mark from Board 1 connects to a circular node.
Check,PERSON,1,,,Another arrow labeled Check from the second node points to board 4.
TREE,ORG,3,,,11The TREE-CSP-SOLVER algorithm for solving tree-structured CSPs.
South Australia,GPE,1,,,"Without South Australia, the graph would become a tree, as in (b)."
S. S,ORG,1,,,Choose a subset S of the CSP’s variables such that the constraint graph becomes a tree after removal of S. S is called a cycle cutset.
S.,ORG,1,,,"For each possible assignment to the variables in S that satisfies all constraints on S, (a)remove from the domains of the remaining variables any values that are inconsistent with the assignment for S, and (b)if the remaining CSP has a solution, return it together with the assignment for S. If the cycle cutset has size c, then the total run time is O(dc · (n – c)d2): we have to try each of the dc combinations of values for the variables in S, and for each combination we must solve a tree problem of size n – c. If the graph is “nearly a tree, ” then c will be small and the savings over straight backtracking will be huge—for our 100-Boolean-variable example, if we could find a cutset of size c = 20, this would get us down from the lifetime of the Universe to a few minutes."
c)d2,PERSON,1,,,"For each possible assignment to the variables in S that satisfies all constraints on S, (a)remove from the domains of the remaining variables any values that are inconsistent with the assignment for S, and (b)if the remaining CSP has a solution, return it together with the assignment for S. If the cycle cutset has size c, then the total run time is O(dc · (n – c)d2): we have to try each of the dc combinations of values for the variables in S, and for each combination we must solve a tree problem of size n – c. If the graph is “nearly a tree, ” then c will be small and the savings over straight backtracking will be huge—for our 100-Boolean-variable example, if we could find a cutset of size c = 20, this would get us down from the lifetime of the Universe to a few minutes."
Universe,ORG,1,,,"For each possible assignment to the variables in S that satisfies all constraints on S, (a)remove from the domains of the remaining variables any values that are inconsistent with the assignment for S, and (b)if the remaining CSP has a solution, return it together with the assignment for S. If the cycle cutset has size c, then the total run time is O(dc · (n – c)d2): we have to try each of the dc combinations of values for the variables in S, and for each combination we must solve a tree problem of size n – c. If the graph is “nearly a tree, ” then c will be small and the savings over straight backtracking will be huge—for our 100-Boolean-variable example, if we could find a cutset of size c = 20, this would get us down from the lifetime of the Universe to a few minutes."
SANTWA,ORG,2,,,"At the level of the tree, the node represents a single variable, which we can call SANTWA, whose value must be a three-tuple of colors, such as (red, green, blue), but not (red, red, blue), because that would violate the constraint SA ≠ NT from the original problem."
T. We,ORG,1,,,"The exact same process is repeated for the next two nodes, and independently we can make any choice for T. We can solve any tree decomposition problem in O(nd2) time with TREE-CSP-SOLVER, which will be efficient as long as d remains small."
size w < c,ORG,1,,,"Whenever you have a cycle-cutset of size c, there is also a tree width of size w < c + 1, and it may be far smaller in some cases."
Diophantus,ORG,1,,,"Bibliographical and Historical Notes The Greek mathematician Diophantus (c. 200–284) presented and solved problems involving algebraic constraints on equations, although he didn’t develop a generalized methodology."
Diophantine,PERSON,1,,,We now call equations over integer domains Diophantine equations.
= c. Systematic,PERSON,1,,,The Indian mathematician Brahmagupta (c. 650) was the first to show a general solution over the domain of integers for the equation ax + by = c. Systematic methods for solving linear equations by variable elimination were studied by Gauss (1829); the solution of linear inequality constraints goes back to Fourier (1827).
Gauss,ORG,1,,,The Indian mathematician Brahmagupta (c. 650) was the first to show a general solution over the domain of integers for the equation ax + by = c. Systematic methods for solving linear equations by variable elimination were studied by Gauss (1829); the solution of linear inequality constraints goes back to Fourier (1827).
Fourier,PERSON,1,,,The Indian mathematician Brahmagupta (c. 650) was the first to show a general solution over the domain of integers for the equation ax + by = c. Systematic methods for solving linear equations by variable elimination were studied by Gauss (1829); the solution of linear inequality constraints goes back to Fourier (1827).
Francis Guthrie,PERSON,1,,,"The four-color conjecture (that every planar graph can be colored with four or fewer colors) was first made by Francis Guthrie, a student of De Morgan, in 1852."
De Morgan,PERSON,1,,,"The four-color conjecture (that every planar graph can be colored with four or fewer colors) was first made by Francis Guthrie, a student of De Morgan, in 1852."
Appel and,ORG,1,,,"It resisted solution—despite several published claims to the contrary—until a proof was devised by Appel and Haken (1977) (see the book Four Colors Suffice (Wilson, 2004))."
Haken,PERSON,1,,,"It resisted solution—despite several published claims to the contrary—until a proof was devised by Appel and Haken (1977) (see the book Four Colors Suffice (Wilson, 2004))."
Georges Gonthier,PERSON,1,,,"Purists were disappointed that part of the proof relied on a computer, so Georges Gonthier (2008), using the COQ theorem prover, derived a formal proof that Appel and Haken’s proof program was correct."
COQ,ORG,1,,,"Purists were disappointed that part of the proof relied on a computer, so Georges Gonthier (2008), using the COQ theorem prover, derived a formal proof that Appel and Haken’s proof program was correct."
Appel,PERSON,1,,,"Purists were disappointed that part of the proof relied on a computer, so Georges Gonthier (2008), using the COQ theorem prover, derived a formal proof that Appel and Haken’s proof program was correct."
Haken,ORG,1,,,"Purists were disappointed that part of the proof relied on a computer, so Georges Gonthier (2008), using the COQ theorem prover, derived a formal proof that Appel and Haken’s proof program was correct."
SKETCHPAD,ORG,1,,,"One of the most influential early examples was SKETCHPAD (Sutherland, 1963), which solved geometric constraints in diagrams and was the forerunner of modern drawing programs and CAD tools."
CAD,ORG,1,,,"One of the most influential early examples was SKETCHPAD (Sutherland, 1963), which solved geometric constraints in diagrams and was the forerunner of modern drawing programs and CAD tools."
Ugo Montanari,PERSON,1,,,The identification of CSPs as a general class is due to Ugo Montanari (1974).
Charles Sanders Peirce,PERSON,1,,,NARY) is due originally to the 19th-century logician Charles Sanders Peirce.
Dechter,ORG,7,,,It was introduced into the CSP literature by Dechter (1990b) and was elaborated by Bacchus and van Beek (1998).
Bacchus,ORG,2,,,It was introduced into the CSP literature by Dechter (1990b) and was elaborated by Bacchus and van Beek (1998).
van Beek,PERSON,4,,,It was introduced into the CSP literature by Dechter (1990b) and was elaborated by Bacchus and van Beek (1998).
Bistarelli,PERSON,1,,,CSPs with preferences among solutions are studied widely in the optimization literature; see Bistarelli et al.
Waltz’s,ORG,1,,,Constraint propagation methods were popularized by Waltz’s (1975) success on polyhedral line-labeling problems for computer vision.
Waltz,PERSON,1,,,"Waltz showed that in many problems, propagation completely eliminates the need for backtracking."
Montanari,PERSON,1,,,Montanari (1974) introduced the notion of constraint graphs and propagation by path consistency.
Alan Mackworth,PERSON,1,,,Alan Mackworth (1977) proposed the AC-3 algorithm for enforcing arc consistency as well as the general idea of combining backtracking with some degree of consistency enforcement.
Mohr,ORG,1,,,"AC-4, a more efficient arc-consistency algorithm developed by Mohr and Henderson (1986), runs in O(cd2) worst-case time but can be slower than AC-3 on average cases."
Henderson,GPE,1,,,"AC-4, a more efficient arc-consistency algorithm developed by Mohr and Henderson (1986), runs in O(cd2) worst-case time but can be slower than AC-3 on average cases."
Mackworth,ORG,1,,,"The PC-2 algorithm (Mackworth, 1977) achieves path consistency in much the same way that AC-3 achieves arc consistency."
Haralick,PERSON,2,,,"Haralick and Elliott (1980) favored the minimal forward-checking algorithm described by McGregor (1979), whereas Gaschnig (1979) suggested full arc-consistency checking after each variable assignment—an algorithm later called MAC by Sabin and Freuder (1994)."
Elliott,PERSON,2,,,"Haralick and Elliott (1980) favored the minimal forward-checking algorithm described by McGregor (1979), whereas Gaschnig (1979) suggested full arc-consistency checking after each variable assignment—an algorithm later called MAC by Sabin and Freuder (1994)."
McGregor,PERSON,1,,,"Haralick and Elliott (1980) favored the minimal forward-checking algorithm described by McGregor (1979), whereas Gaschnig (1979) suggested full arc-consistency checking after each variable assignment—an algorithm later called MAC by Sabin and Freuder (1994)."
Sabin,PERSON,1,,,"Haralick and Elliott (1980) favored the minimal forward-checking algorithm described by McGregor (1979), whereas Gaschnig (1979) suggested full arc-consistency checking after each variable assignment—an algorithm later called MAC by Sabin and Freuder (1994)."
Freuder,PERSON,5,,,"Haralick and Elliott (1980) favored the minimal forward-checking algorithm described by McGregor (1979), whereas Gaschnig (1979) suggested full arc-consistency checking after each variable assignment—an algorithm later called MAC by Sabin and Freuder (1994)."
